id,identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo,field_133,poligono,poligono_geojson
49,358,505,,renacer,villa elisa,f,"migracion por factores economicos, reubicacion",ocupacion ilegal,,2006,menos de 1 año,15000,85,162,85,60,,no,sas,,si,en proceso,si,si,comision vecinal,,de 3 a 6 meses,no,si,,,en proceso,si,,,finalizando,,si,los propios vecinos,mas de 1.000.000Gs,,invalid,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,tierra,,tierra,,regular,,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,si,senavitat,techo,si,no,no,no,no,,no,20,,asamblea (votacion),no,si,no,no,si,si,no,no,no,si,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),,,,,,,,,,,,"1. legalizacion de tierras
2. vivienda",los vecinos se ayudan,,,no,,"POLYGON((-57.5760209512162 -25.3927149652874,-57.5763809646907 -25.391901900313,-57.5749184328557 -25.3914872647645,-57.5745131227893 -25.3923112872596,-57.5760209512162 -25.3927149652874))","{""type"":""Polygon"",""coordinates"":[[[-57.5760209512162,-25.3927149652874],[-57.5763809646907,-25.391901900313],[-57.5749184328557,-25.3914872647645],[-57.5745131227893,-25.3923112872596],[-57.5760209512162,-25.3927149652874]]]}"
50,357,506,,paso medín,villa elisa,f,se juntaron entre unos cuantos y se mudaron a ese barrio,ocupacion ilegal,,2008,entre 5 y 10 años,300,22,270,22,15,,no,sas,,si,si,si,si,sas,,no hubo abandono,no,si,,,en proceso,no,,,,finalizando,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,inodoro con pozo ciego,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,90,si,mas de un año,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,tierra,,tierra,,malo,en todas las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,senavitat,17,,no,,tekopora,si,no,no,no,no,,no,17 personas,,asamblea,no,no,no,no,si,no,no,no,no,si,si,,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,,,,,,,,1,,,todo bien entre los vecinos,,,no,,"POLYGON((-57.5849261783521 -25.3918156638887,-57.5854860631935 -25.3905281213188,-57.5848591422669 -25.3903031039479,-57.5843035209301 -25.3915824509846,-57.5849261783521 -25.3918156638887))","{""type"":""Polygon"",""coordinates"":[[[-57.5849261783521,-25.3918156638887],[-57.5854860631935,-25.3905281213188],[-57.5848591422669,-25.3903031039479],[-57.5843035209301,-25.3915824509846],[-57.5849261783521,-25.3918156638887]]]}"
51,356,18,5,ñande tava,villa elisa,migracion por factores economicos,,ocupacion ilegal,,1995,menos de 1 año,22500,147,120,147,3,,si,privada,,si,no,no,ns/nr,comision vecinal,,de 3 a 6 meses,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,no se le logra legalizar,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,,,municipal,100,irregular,40,si,entre 1 y 3 meses,,si,4,,,,leña y carbón,,asfalto,,,,bueno,,,provistos por el estado,,en algunas de las calles del asentamiento,,si,"programas de salud, vacunación, centro de salud",120,11 años,si,conavi,tekopora,no,no,no,no,no,comisión de salud,no,,,,no,si,no,si,no,no,no,no,no,si,no,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),"hay un vertedero cerca, no es nada salubre. problemas ya que no tienen centro educativo cerca",,2,,,,,,1,,3 Falta de unión entre vecinos,,"puesto de salud, limpieza del barrio",,,no,,"POLYGON((-57.6051247270672 -25.3754198027606,-57.6050308151914 -25.3753314653674,-57.604327836674 -25.3756895557409,-57.6031884626559 -25.3764806999761,-57.6033520557869 -25.3767661510878,-57.6036101090444 -25.3770926715934,-57.6039544469735 -25.377517583245,-57.6045607985598 -25.3771325199232,-57.6047355086344 -25.3770281780731,-57.6049045874285 -25.3768774319469,-57.6050002945238 -25.3767801526276,-57.6050369651531 -25.3766860101917,-57.6051038968327 -25.3766117928051,-57.6051457651439 -25.3764857204042,-57.6051965821673 -25.3763923177721,-57.605246610838 -25.3762658602674,-57.6052981875743 -25.3761423874083,-57.6053242764362 -25.376076358284,-57.6053599451942 -25.3759497125603,-57.6053556985758 -25.3758499619663,-57.6053302266124 -25.3756807137968,-57.6052616997452 -25.375531887153,-57.6051247270672 -25.3754198027606))","{""type"":""Polygon"",""coordinates"":[[[-57.6051247270672,-25.3754198027606],[-57.6050308151914,-25.3753314653674],[-57.604327836674,-25.3756895557409],[-57.6031884626559,-25.3764806999761],[-57.6033520557869,-25.3767661510878],[-57.6036101090444,-25.3770926715934],[-57.6039544469735,-25.377517583245],[-57.6045607985598,-25.3771325199232],[-57.6047355086344,-25.3770281780731],[-57.6049045874285,-25.3768774319469],[-57.6050002945238,-25.3767801526276],[-57.6050369651531,-25.3766860101917],[-57.6051038968327,-25.3766117928051],[-57.6051457651439,-25.3764857204042],[-57.6051965821673,-25.3763923177721],[-57.605246610838,-25.3762658602674],[-57.6052981875743,-25.3761423874083],[-57.6053242764362,-25.376076358284],[-57.6053599451942,-25.3759497125603],[-57.6053556985758,-25.3758499619663],[-57.6053302266124,-25.3756807137968],[-57.6052616997452,-25.375531887153],[-57.6051247270672,-25.3754198027606]]]}"
52,355,140,4,nuevo horizonte,villa elisa,reubicacion,,ocupacion de tierras cedidas por el estado,,2015,menos de 1 año,180,,,53,53,,no,senavitat,,no,no,no,si,un miembro del asentamiento,,no hubo abandono,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,0,irregular,0,no,,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,no,,no,,,,no,,,,no,,"salones comunitarios, viviendas mas aptas",si,no,no,no,no,,no,todos,,asamblea,no,no,no,no,no,si,si,no,no,no,no,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),existen muchos niños sin acceso al puesto de salud,,,,,3,,,,2,,1 viviendas,personas muy respetuosas,,,no,,"POLYGON((-57.5891432169746 -25.3820189975115,-57.5879466480854 -25.3815819861235,-57.5876578185465 -25.3821446199706,-57.5888590544803 -25.3825888754908,-57.5891432169746 -25.3820189975115))","{""type"":""Polygon"",""coordinates"":[[[-57.5891432169746,-25.3820189975115],[-57.5879466480854,-25.3815819861235],[-57.5876578185465,-25.3821446199706],[-57.5888590544803,-25.3825888754908],[-57.5891432169746,-25.3820189975115]]]}"
53,354,143,4,monte sinaí bellavista,villa elisa,reubicacion,,ns/nr,,2015,menos de 1 año,2800,3,,24,24,,si,ns/nr,,no,en proceso,no,no,comision vecinal,,no hubo abandono,no,si,,,en proceso,no,,,iniciando,,no,,,,,"cajon sobre aseguias, canales, otros",,pozo comunal,,,0,irregular,0,no,,,no,,,entierra,,leña y carbón,,tierra,,tierra,,regular,en todas las calles del barrio,,no,,,,no,,,,no,,programa para servicios basicos,si,no,no,no,no,,no,24,,asamblea,no,no,no,no,no,no,no,no,no,no,no,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,1,,2,,,,3 techo,todas las persona muy unidas,,,no,,"POLYGON((-57.5881958261129 -25.3848449045928,-57.5852201016734 -25.3837517531167,-57.5852620590638 -25.3850873701827,-57.5881554713132 -25.38604744237,-57.5883192377256 -25.3857827876245,-57.588317608483 -25.3855150985076,-57.5882181953611 -25.3854331783622,-57.5881958261129 -25.3848449045928))","{""type"":""Polygon"",""coordinates"":[[[-57.5881958261129,-25.3848449045928],[-57.5852201016734,-25.3837517531167],[-57.5852620590638,-25.3850873701827],[-57.5881554713132,-25.38604744237],[-57.5883192377256,-25.3857827876245],[-57.588317608483,-25.3855150985076],[-57.5882181953611,-25.3854331783622],[-57.5881958261129,-25.3848449045928]]]}"
54,353,7,2,marangatu,villa elisa,reubicacion,,ocupacion de tierras cedidas por el estado,,1995,entre 5 y 10 años,,32,,32,2,,si,municipal,,si,si,no,si,un miembro del asentamiento,,mas de 2 años,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,finalizando,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,pozo comunal,,100,irregular,70,si,entre 1 y 3 meses,,no,,,,,gas,,asfalto,,,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,"alda, comedor, guardería",10,10,si,senavitat - consultora - fonavis,"salud, oficios",si,no,si,no,si,,no,4,,"está parado, conflicto con vecinos. cada año vienen de la municipalidad para elegir",no,si,no,no,si,si,si,no,si,no,no,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,,1,,,,,2,,,,tranquilidad en la zona,,,no,,"POLYGON((-57.57249833042 -25.3840354074999,-57.5726948182882 -25.3835321909049,-57.5719938710936 -25.3832872947653,-57.5717811496596 -25.3837870085383,-57.57249833042 -25.3840354074999))","{""type"":""Polygon"",""coordinates"":[[[-57.57249833042,-25.3840354074999],[-57.5726948182882,-25.3835321909049],[-57.5719938710936,-25.3832872947653],[-57.5717811496596,-25.3837870085383],[-57.57249833042,-25.3840354074999]]]}"
55,337,358,,16 de septiembre,villa elisa,migracion por factores economicos,,ocupacion ilegal,,2010,menos de 1 año,,,,30,20,,no,fiscal,ande,no,no,no,no,propietario o particular,,de 3 a 6 meses,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,no se empezo en ..,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,17,irregular,0,si,entre 1 a 3 meses,,no,,,tira y quema,,gas,,tierra,,asfalto,,malo,no,,no,,,,no,,,,no,,techo,si,no,no,no,no,,no,4/5,,votacion / reconocido municipalidad,no,no,no,no,si,no,no,no,no,si,si,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,,,,,,,1 - legalizacion del terreno,tranquilidad - vecinos pacificos,,,no,,"POLYGON((-57.5890495136784 -25.3832522706801,-57.5895299056899 -25.3827450389604,-57.5893230512366 -25.3826377686163,-57.5891212843831 -25.382881081947,-57.5889561493622 -25.3827751953022,-57.5883289892904 -25.3833510112251,-57.5881251870203 -25.3835513959575,-57.588675693508 -25.3836872655073,-57.5890495136784 -25.3832522706801))","{""type"":""Polygon"",""coordinates"":[[[-57.5890495136784,-25.3832522706801],[-57.5895299056899,-25.3827450389604],[-57.5893230512366,-25.3826377686163],[-57.5891212843831,-25.382881081947],[-57.5889561493622,-25.3827751953022],[-57.5883289892904,-25.3833510112251],[-57.5881251870203,-25.3835513959575],[-57.588675693508,-25.3836872655073],[-57.5890495136784,-25.3832522706801]]]}"
56,352,137,3,mangoty,villa elisa,migracion por factores economicos,,mediante una asociacion social,,1975,mas de 10 años,10000,42,200,42,4,,no,fiscal,,si,si,ns/nr,si,,,no hubo abandono,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,aun no inició,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,leña y carbón,,,,tierra,,regular,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,"vivienda, titulacion",si,no,no,no,no,escuela para personas con discapacidad,no,20,,con la municipalidad eligen los pobladores,no,no,no,no,no,no,no,no,no,no,no,avenida,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,,,,,,,1 viviendas precarias,union entre vecinos,,,no,,"POLYGON((-57.5737299231821 -25.3756438903277,-57.5737793986651 -25.3764391101861,-57.574966623691 -25.3768799397861,-57.5749208763045 -25.3757701469471,-57.5737299231821 -25.3756438903277))","{""type"":""Polygon"",""coordinates"":[[[-57.5737299231821,-25.3756438903277],[-57.5737793986651,-25.3764391101861],[-57.574966623691,-25.3768799397861],[-57.5749208763045,-25.3757701469471],[-57.5737299231821,-25.3756438903277]]]}"
57,351,650,,la esperanza,villa elisa,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,1992,mas de 10 años,10000,11,360,22,4,,no,sas,,si,si,si,si,sas,,no hubo abandono,no,si,,,pagando falta transparencia a la sas del ministerio del interior,si,sas,,finalizando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,ANDE,100,si,entre 1 y 3 meses,,si,mas de un año,,servicio de recolección pagado,,gas,,,,,,regular,en algunas de las calles del barrio,,provistos por el estado,,,en cada esquina,no,,,,no,,"pozo artesiano , no abastece su aguatería",si,no,no,no,no,,no,16,,asamble con gente de la municipalidad,si,no,no,no,no,si,no,no,no,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,,,3,,1,,,,,,inseguridad 2,los son unidos,,,no,,"POLYGON((-57.5920866522935 -25.3546822306713,-57.592158213131 -25.354444108118,-57.5913590791849 -25.3548185292494,-57.5918946626104 -25.3554064389609,-57.5923899135305 -25.3552099520435,-57.5920866522935 -25.3546822306713))","{""type"":""Polygon"",""coordinates"":[[[-57.5920866522935,-25.3546822306713],[-57.592158213131,-25.354444108118],[-57.5913590791849,-25.3548185292494],[-57.5918946626104,-25.3554064389609],[-57.5923899135305,-25.3552099520435],[-57.5920866522935,-25.3546822306713]]]}"
58,350,16,5,joelito,villa elisa,migracion por factores economicos,,ocupacion ilegal,,1998,entre 2 y 3 años,,48,80,45,33,,si,fiscal,Alta tensión,no,no,no,,propietario o particular,,mas de 2 años,no,si,,,en proceso,no,,,,es terreno de laande y no se puede legalizar,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,,,municipal,100,irregular,10,si,entre 1 y 3 meses,,no,,,tira y quema,,leña y carbón,,,,tierra,,malo,no,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"techo, senavitat",si,no,no,no,no,,no,35,,"asamblea, votación",no,si,no,no,si,si,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),"terreno fiscal, proxima a tendido de la ande",3,2,,,,4,,6,,5 Falta de unión entre vecinos,"1 vivienda, reubicación",no existen robos.,,,no,,"POLYGON((-57.6001444455349 -25.3729248955603,-57.6000886851804 -25.3729282730244,-57.598497896863 -25.374218046329,-57.5986722328503 -25.3743608529118,-57.6002008602206 -25.3731488208285,-57.6001444455349 -25.3729248955603))","{""type"":""Polygon"",""coordinates"":[[[-57.6001444455349,-25.3729248955603],[-57.6000886851804,-25.3729282730244],[-57.598497896863,-25.374218046329],[-57.5986722328503,-25.3743608529118],[-57.6002008602206,-25.3731488208285],[-57.6001444455349,-25.3729248955603]]]}"
59,349,24,6,gloria maria i y ii,villa elisa,migracion por factores economicos,,ocupacion ilegal,,1992,menos de 1 año,,36,170,36,0,,si,sas,,si,si,si,si,propietario o particular,,no hubo abandono,no,si,,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,conexion regular,,100,ANDE,,si,,,si,entre 6 meses y un año,,tira y quema,,gas,,,,tierra,,regular,en todas las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,ninguno,si,no,no,no,no,,no,6 personas,,no hay predispocision,no,si,no,si,no,si,si,si,no,no,si,,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),hay una zanja que esta creciendo y empieza a fisurar las casas por que estan al borde de esta,,,,,,,,1,2,,,que recibieron la vivienda de la sas,,,no,,"POLYGON((-57.5857555639899 -25.3580590113397,-57.5862658811266 -25.3576064920026,-57.5856890660274 -25.3571596948206,-57.5851756563876 -25.3575953675157,-57.5857555639899 -25.3580590113397))","{""type"":""Polygon"",""coordinates"":[[[-57.5857555639899,-25.3580590113397],[-57.5862658811266,-25.3576064920026],[-57.5856890660274,-25.3571596948206],[-57.5851756563876,-25.3575953675157],[-57.5857555639899,-25.3580590113397]]]}"
60,348,22,6,gloria maria 3,villa elisa,reubicacion,,e,"conop, ayudo a conseguir tierras",2007,menos de 1 año,3737,23,140,22,0,,si,privada,,si,si,no,si,propietario o particular,,1 año,no,si,,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,100,ANDE,100,si,mas de un año,,si,,,tira y quema,,gas,,tierra,,tierra,,regular,únicamente en la calle principal del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,alguno que ayude a los niños (parque),si,no,no,no,no,,no,15,,por voto de los pobladores,no,no,no,no,no,no,no,no,no,no,si,canal,entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),necesitan un pozo artesiano y alcantarillado. zona verde para los niños.,1,,,,,,2,,,3 Falta de unión entre vecinos,4 plaza,,,,no,,"POLYGON((-57.5848071703693 -25.3585844190485,-57.5852480391881 -25.3581889342297,-57.5848657214677 -25.3578410226019,-57.5845253011646 -25.358162038016,-57.5846953805314 -25.3582967151305,-57.5845888219348 -25.3583992683817,-57.5848071703693 -25.3585844190485))","{""type"":""Polygon"",""coordinates"":[[[-57.5848071703693,-25.3585844190485],[-57.5852480391881,-25.3581889342297],[-57.5848657214677,-25.3578410226019],[-57.5845253011646,-25.358162038016],[-57.5846953805314,-25.3582967151305],[-57.5845888219348,-25.3583992683817],[-57.5848071703693,-25.3585844190485]]]}"
